Parameter Name,Schedule Names,Primary Schedule,Data Type,Type/Instance,Categories,Group,GUID,Description
CST_CALC_GROUT_KG,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,73dcb01b-c417-494b-94d6-a9c2ec185125,Calculated grout in kilograms [ISO 19650-3:2020]
CST_CALC_LENGTH_M,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,b4cc4094-367a-4354-aa6b-c48b55a16c79,Calculated length in meters [ISO 19650-3:2020]
CST_CALC_MORTAR_M3,,,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,b8bf24b8-07db-420d-9db1-1c2087e8ca8a,Calculated mortar volume in cubic meters [ISO 19650-3:2020]
CST_CALC_PAINT_LITERS,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,6e6995ef-b24f-4922-bce5-87598141e3ab,Calculated paint in liters [ISO 19650-3:2020]
CST_CALC_PLASTER_M3,,,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,cc247d49-6c49-486d-ad77-ef0a182d658d,Calculated plaster volume in cubic meters [ISO 19650-3:2020]
CST_CALC_PRIMER_LITERS,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,b7205856-0f63-4030-b690-7e7d842732d6,Calculated primer in liters [ISO 19650-3:2020]
CST_CALC_PURLINS_M,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,6d5c8f6f-66df-41a9-96fa-e9df5776f656,Calculated purlin length in meters [ISO 19650-3:2020]
CST_CALC_PUTTY_KG,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,f676b204-2f7d-42b7-b298-41d9d0591107,Calculated putty in kilograms [ISO 19650-3:2020]
CST_CALC_RIDGE_CAP_M,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,a9a50bf6-3541-4104-8db5-917c06e1be54,Calculated ridge capping length in meters [ISO 19650-3:2020]
CST_CALC_SAND_M3,,,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,97c8b96c-3b7f-478a-8293-8b1b83083b27,Calculated sand volume in cubic meters [ISO 19650-3:2020]
CST_CALC_SAND_PLASTER_M3,,,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,eeffb276-c8ea-45f3-8a0c-c8a624119b61,Calculated sand for plaster in cubic meters [ISO 19650-3:2020]
CST_CALC_SHEETS_NR,,,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,351fc9fb-0b19-451a-ac67-d6b09cf74287,Calculated number of roofing sheets [ISO 19650-3:2020]
CST_CALC_STEEL_KG,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,2e504781-c632-4448-8107-ee2238ddf443,Calculated steel reinforcement in kilograms [ISO 19650-3:2020]
CST_CALC_TILE_M2,,,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,834a8478-47fb-402b-b333-3c5ed761c865,Calculated tile area with wastage in square meters [ISO 19650-3:2020]
CST_CALC_VOLUME_M3,,,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,46ebacbf-32be-451b-9aa4-be9a5a1ff776,Calculated volume in cubic meters [ISO 19650-3:2020]
CST_CALC_WATER_M3,,,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,1f0694e8-cc08-4ed6-9d86-660ef5c7f828,Calculated water volume in cubic meters [ISO 19650-3:2020]
CST_DELIVERY_LEAD_TIME_DAYS,Cost Procurement Schedule; Doors Windows - Material Takeoff; Electrical - Material Takeoff; Finishes - Material Takeoff; Mechanical Hvac - Material Takeoff; Plumbing - Material Takeoff; Procurement Schedule,Cost Procurement Schedule,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,14a0101f-30e0-5d37-b3b2-f64ff5a5cfb5,Cst Delivery Lead Time Days [ISO 19650-2:2018]
CST_ENERGY_ANNUAL_UGX_NUM_NR,Cost Schedule; Sustainability Schedule,Cost Schedule,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,18b42e2d-7570-5ece-b334-f68dec24c7a4,Cst Energy Annual Ugx Num Nr [ISO 19650-2:2018]
CST_FIX_CAT_NR,,,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,0687a7ee-ab2a-5d4b-afd4-f0e2291d4e68,Cst Fix Cat Nr [ISO 19650-2:2018]
CST_FIX_LUMEN_OUTPUT_LM,Lighting Schedule,Lighting Schedule,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,91bdce9c-49bf-56b9-b058-3e0892f457cb,Cst Fix Lumen Output Lm [ISO 19650-2:2018]
CST_IMPORT_REQUIRED_BOOL,Procurement Schedule; Supplier Schedule,Procurement Schedule,YESNO,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,9e582b7e-a208-5c68-96b1-569156796d54,Cst Import Required Bool [ISO 19650-2:2018]
CST_LOCAL_MAT_BOOL,Cost Procurement Schedule; Procurement Schedule,Cost Procurement Schedule,YESNO,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,e5f96c97-55b8-5bca-bf7c-b0aa0f12c494,Cst Local Mat Bool [ISO 19650-2:2018]
CST_PERCENTAGE_OF_TOTAL_PCT,Cost Summary - Material Takeoff,Cost Summary - Material Takeoff,NUMBER,Type,,CST_PROC,,Percentage of total project cost [ISO 19650-3:2020]
CST_PROC_SPARE_01_TXT,,,TEXT,Type,Generic Models,COM_DAT,b6786335-7301-48fc-93ff-f3153fb0479f,Spare parameter 1 for CST_PROC group
CST_PROC_SPARE_02_TXT,,,TEXT,Type,Generic Models,COM_DAT,b77f8735-559e-4401-a55b-099131121f45,Spare parameter 2 for CST_PROC group
CST_SPECIAL_EQUIPMENT_TXT,,,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,8632bb2f-726f-568a-9708-35cd5b601298,Cst Special Equipment Txt [ISO 19650-2:2018]
CST_SUP_ALTERNATIVE_SUPPLIERS_TXT,Procurement Schedule; Supplier Schedule,Procurement Schedule,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,886b0a60-5446-5dc8-9f6c-319ffdd0fd1d,Cst Sup Alternative Suppliers Txt [ISO 19650-2:2018]
CST_SUP_COUNTRY_OF_ORIGIN_INT,Procurement Schedule; Supplier Schedule,Procurement Schedule,INTEGER,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,d9d898b2-c60f-56e2-bfb9-f76c4eb0b778,Cst Sup Country Of Origin Int [ISO 19650-2:2018]
CST_SUP_CUSTOMS_CLEARANCE_DAYS,Procurement Schedule; Supplier Schedule,Procurement Schedule,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,37159083-c17f-5fa7-80f6-007a53a8f67d,Cst Sup Customs Clearance Days [ISO 19650-2:2018]
CST_SUP_LOCAL_SUPPLIER_TXT,Procurement Schedule; Supplier Schedule,Procurement Schedule,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,a253f382-f8e0-561f-9382-1d6f5c9c9009,Cst Sup Local Supplier Txt [ISO 19650-2:2018]
CST_SUP_PAYMENT_TERMS_TXT,Procurement Schedule; Supplier Schedule,Procurement Schedule,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,77a24d3f-2222-55eb-9aeb-7a3bd14fee2f,Cst Sup Payment Terms Txt [ISO 19650-2:2018]
CST_SUP_PREFERRED_SUPPLIER_TXT,Procurement Schedule; Supplier Schedule,Procurement Schedule,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,8cc5d092-e1a1-53e6-b0ae-4e0c39800abc,Cst Sup Preferred Supplier Txt [ISO 19650-2:2018]
CST_SUP_PROCUREMENT_LEAD_TIME_DAYS,Concrete - Material Takeoff; Formwork - Material Takeoff; Masonry - Material Takeoff; Procurement Schedule; Reinforcement - Material Takeoff; Supplier Schedule,Concrete - Material Takeoff,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,a49779c2-c2c9-556b-9968-acebb0809061,Cst Sup Procurement Lead Time Days [ISO 19650-2:2018]
CST_SUP_QUALITY_INSP_REQ_BOOL,Procurement Schedule; Supplier Schedule,Procurement Schedule,YESNO,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,94cbc6ba-9604-51db-af46-e2aec831f284,Cst Sup Quality Insp Req Bool [ISO 19650-2:2018]
CST_SUP_SHIPPING_METHOD_TXT,Procurement Schedule; Supplier Schedule,Procurement Schedule,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",COM_DAT,67557de3-8a28-5941-80a6-17fe92c8db62,Cst Sup Shipping Method Txt [ISO 19650-2:2018]
CST_S_CON_ADMIXTURE_TXT,Concrete Schedule,Concrete Schedule,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,e0b96ff1-0963-5e09-8a48-e514a0d99292,Cst S Con Admixture Txt [ISO 19650-2:2018]
CST_S_CON_AGGREGATE_VOLUME_CU_M,Concrete Schedule,Concrete Schedule,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,426e88b6-548f-5c28-adb2-efec4fc47d7f,Cst S Con Aggregate Volume Cu M [ISO 19650-2:2018]
CST_S_CON_CEMENT_BAGS_NR,Concrete Schedule,Concrete Schedule,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,424e9aac-c0b7-5890-b302-bab5fd5785b3,Cst S Con Cement Bags Nr [ISO 19650-2:2018]
CST_S_CON_CST_TOTAL_UGX_NR,Concrete - Material Takeoff; Concrete Schedule,Concrete - Material Takeoff,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,79396c2b-e76e-526c-83fe-470fe44b5f36,Cst S Con Cst Total Ugx Nr [ISO 19650-2:2018]
CST_S_CON_CURING_DAYS_NR,Concrete Schedule,Concrete Schedule,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,a64ca95a-acf1-57f1-a531-4e6790fb4d31,Cst S Con Curing Days Nr [ISO 19650-2:2018]
CST_S_CON_GRADE_TXT,Concrete - Material Takeoff; Concrete Schedule,Concrete - Material Takeoff,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,9406b214-102a-589e-87f8-c9ebb6a3c6e6,Cst S Con Grade Txt [ISO 19650-2:2018]
CST_S_CON_MIX_RATIO_TXT,Concrete - Material Takeoff; Concrete Schedule,Concrete - Material Takeoff,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,17213af7-f26e-5499-9873-7cd198ebf13d,Cst S Con Mix Ratio Txt [ISO 19650-2:2018]
CST_S_CON_POUR_SEQUENCE_TXT,Concrete Schedule,Concrete Schedule,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,75a697a4-12b1-5b01-8161-fa75b427f9ef,Cst S Con Pour Sequence Txt [ISO 19650-2:2018]
CST_S_CON_SAND_VOLUME_CU_M,Concrete Schedule,Concrete Schedule,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,36863979-00ed-54f3-af15-db3364b8316d,Cst S Con Sand Volume Cu M [ISO 19650-2:2018]
CST_S_CON_SLUMP_MM,Concrete Schedule,Concrete Schedule,LENGTH,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,22faa982-971b-59c6-97af-b382d22859ed,Cst S Con Slump Mm [ISO 19650-2:2018]
CST_S_CON_STRENGTH_MPA,Concrete - Material Takeoff; Concrete Schedule,Concrete - Material Takeoff,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,2bfee908-4be7-5f2c-9610-a2262821f73a,Cst S Con Strength Mpa [ISO 19650-2:2018]
CST_S_CON_TYPE_TXT,Concrete - Material Takeoff; Concrete Schedule,Concrete - Material Takeoff,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,e18d22f7-884f-5821-833e-7f89dd5d56e3,Cst S Con Type Txt [ISO 19650-2:2018]
CST_S_CON_VOLUME_CU_M,Concrete - Material Takeoff; Concrete Schedule,Concrete - Material Takeoff,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,f3301427-87c2-5034-ac6f-9ee284d845de,Cst S Con Volume Cu M [ISO 19650-2:2018]
